"pk_person_features","person_uri","occupation_main","occupation_sec1","occupation_sec2","field_main","field_sec1","field_sec2","fk_person","notes"
32640,http://www.wikidata.org/entity/Q97244461,physicist,NA,NA,NA,NA,NA,32640,
32641,http://www.wikidata.org/entity/Q97249761,physicist,NA,NA,NA,NA,NA,32641,
32642,http://www.wikidata.org/entity/Q97251251,physicist,NA,NA,NA,NA,NA,32642,
32643,http://www.wikidata.org/entity/Q97251917,astronomer,writer,NA,NA,NA,NA,32643,
32644,http://www.wikidata.org/entity/Q97251962,physicist,official,NA,NA,NA,NA,32644,
32645,http://www.wikidata.org/entity/Q97251966,physicist,geophysicist,NA,geophysics,seismology,NA,32645,
32646,http://www.wikidata.org/entity/Q97276172,physicist,university-teacher,NA,optics,plasma-physics,quantum-electronics,32646,
32647,http://www.wikidata.org/entity/Q97277678,physicist,NA,NA,NA,NA,NA,32647,
32648,http://www.wikidata.org/entity/Q97279920,physicist,university-teacher,NA,physics,nuclear-physics,particle-physics,32648,
32649,http://www.wikidata.org/entity/Q97285320,physicist,NA,NA,theoretical-physics,particle-physics,NA,32649,
32650,http://www.wikidata.org/entity/Q97285473,physicist,NA,NA,NA,NA,NA,32650,
32651,http://www.wikidata.org/entity/Q97285984,physicist,NA,NA,NA,NA,NA,32651,
32652,http://www.wikidata.org/entity/Q97292,physicist,NA,NA,NA,NA,NA,32652,
32653,http://www.wikidata.org/entity/Q97304564,physicist,NA,NA,physics,NA,NA,32653,
32654,http://www.wikidata.org/entity/Q97314149,physicist,NA,NA,NA,NA,NA,32654,
32655,http://www.wikidata.org/entity/Q973157,physicist,university-teacher,NA,NA,NA,NA,32655,
32656,http://www.wikidata.org/entity/Q97326,physicist,university-teacher,nuclear-physicist,physics,NA,NA,32656,
32657,http://www.wikidata.org/entity/Q97333,physicist,NA,NA,NA,NA,NA,32657,
32658,http://www.wikidata.org/entity/Q973367,astronomer,seismologist,earth-scientist,seismology,NA,NA,32658,
32659,http://www.wikidata.org/entity/Q97338,astronomer,NA,NA,NA,NA,NA,32659,
32660,http://www.wikidata.org/entity/Q97344273,physicist,NA,NA,NA,NA,NA,32660,
32661,http://www.wikidata.org/entity/Q97345571,physicist,particle-physicist,NA,NA,NA,NA,32661,
32662,http://www.wikidata.org/entity/Q973485,astronomer,researcher,NA,astronomy,NA,NA,32662,
32663,http://www.wikidata.org/entity/Q97349947,physicist,politician,NA,NA,NA,NA,32663,
32664,http://www.wikidata.org/entity/Q973533,astronomer,NA,NA,NA,NA,NA,32664,
32665,http://www.wikidata.org/entity/Q97355,astronomer,NA,NA,NA,NA,NA,32665,
32666,http://www.wikidata.org/entity/Q97359325,physicist,politician,NA,NA,NA,NA,32666,
32667,http://www.wikidata.org/entity/Q97359338,physicist,politician,NA,NA,NA,NA,32667,
32668,http://www.wikidata.org/entity/Q97359885,physicist,NA,NA,plasma-physics,NA,NA,32668,
32669,http://www.wikidata.org/entity/Q97360597,physicist,NA,NA,NA,NA,NA,32669,
32670,http://www.wikidata.org/entity/Q97372452,physicist,university-teacher,chemist,chemistry,biophysics,NA,32670,
32671,http://www.wikidata.org/entity/Q97372483,physicist,NA,NA,NA,NA,NA,32671,
32672,http://www.wikidata.org/entity/Q97372563,physicist,NA,NA,NA,NA,NA,32672,
32673,http://www.wikidata.org/entity/Q97373459,physicist,NA,NA,astrophysics,NA,NA,32673,
32674,http://www.wikidata.org/entity/Q97373480,physicist,NA,NA,NA,NA,NA,32674,
32675,http://www.wikidata.org/entity/Q97373492,physicist,NA,NA,NA,NA,NA,32675,
32676,http://www.wikidata.org/entity/Q97373559,physicist,NA,NA,NA,NA,NA,32676,
32677,http://www.wikidata.org/entity/Q97373695,physicist,NA,NA,NA,NA,NA,32677,
32678,http://www.wikidata.org/entity/Q97398020,physicist,astrophysicist,meteorologist,astrophysics,optics,geology,32678,
32679,http://www.wikidata.org/entity/Q97398914,astronomer,photographer,NA,NA,NA,NA,32679,
32680,http://www.wikidata.org/entity/Q974219,astronomer,university-teacher,mathematician,astronomy,astronomical-observation,NA,32680,
32681,http://www.wikidata.org/entity/Q97424,physicist,university-teacher,NA,condensed-matter-physics,organic-solar-cell,NA,32681,
32682,http://www.wikidata.org/entity/Q974271,physicist,watchmaker,NA,NA,NA,NA,32682,
32683,http://www.wikidata.org/entity/Q974332,NA,university-teacher,theoretical-physicist,physics,NA,NA,32683,
32684,http://www.wikidata.org/entity/Q974437,physicist,university-teacher,mathematician,theoretical-physics,NA,NA,32684,
32685,http://www.wikidata.org/entity/Q97452892,physicist,university-teacher,oceanographer,theoretical-physics,numerical-analysis,oceanography,32685,
32686,http://www.wikidata.org/entity/Q97457773,physicist,mathematician,NA,mathematics,NA,NA,32686,
32687,http://www.wikidata.org/entity/Q97457824,physicist,university-teacher,mathematician,mathematics,mathematical-physics,mechanics,32687,
32688,http://www.wikidata.org/entity/Q97462439,physicist,university-teacher,scientist,physics,astrophysics,mathematical-physics,32688,
32689,http://www.wikidata.org/entity/Q97462907,physicist,NA,NA,high-energy-physics,NA,NA,32689,
32690,http://www.wikidata.org/entity/Q97464110,physicist,politician,NA,NA,NA,NA,32690,
32691,http://www.wikidata.org/entity/Q97464198,physicist,politician,official,NA,NA,NA,32691,
32692,http://www.wikidata.org/entity/Q97464496,physicist,NA,NA,NA,NA,NA,32692,
32693,http://www.wikidata.org/entity/Q97466270,physicist,NA,NA,NA,NA,NA,32693,
32694,http://www.wikidata.org/entity/Q974757,physicist,university-teacher,NA,NA,NA,NA,32694,
32695,http://www.wikidata.org/entity/Q97483895,physicist,NA,NA,NA,NA,NA,32695,
32696,http://www.wikidata.org/entity/Q97491,physicist,astrophysicist,NA,NA,NA,NA,32696,
32697,http://www.wikidata.org/entity/Q97497612,astronomer,NA,NA,NA,NA,NA,32697,
32698,http://www.wikidata.org/entity/Q97498,astronomer,NA,NA,NA,NA,NA,32698,
32699,http://www.wikidata.org/entity/Q975044,astronomer,NA,NA,astronomy,NA,NA,32699,
32700,http://www.wikidata.org/entity/Q975199,physicist,engineer,holographer,NA,NA,NA,32700,
32701,http://www.wikidata.org/entity/Q97524,astronomer,university-teacher,astrophysicist,NA,NA,NA,32701,
32702,http://www.wikidata.org/entity/Q97529,physicist,university-teacher,mathematician,NA,NA,NA,32702,
32703,http://www.wikidata.org/entity/Q97565546,physicist,researcher,NA,geosciences,NA,NA,32703,
32704,http://www.wikidata.org/entity/Q97570810,NA,researcher,NA,physics,NA,NA,32704,
32705,http://www.wikidata.org/entity/Q97580942,physicist,NA,NA,NA,NA,NA,32705,
32706,http://www.wikidata.org/entity/Q97580957,physicist,politician,NA,NA,NA,NA,32706,
32707,http://www.wikidata.org/entity/Q97599066,physicist,NA,NA,NA,NA,NA,32707,
32708,http://www.wikidata.org/entity/Q976129,physicist,university-teacher,NA,NA,NA,NA,32708,
32709,http://www.wikidata.org/entity/Q97621410,astronomer,NA,NA,NA,NA,NA,32709,
32710,http://www.wikidata.org/entity/Q97622171,astronomer,astrophysicist,NA,astronomy,astrophysics,NA,32710,
32711,http://www.wikidata.org/entity/Q97623,physicist,university-teacher,NA,physics,NA,NA,32711,
32712,http://www.wikidata.org/entity/Q976296,astronomer,mathematician,writer,mathematics,NA,NA,32712,
32713,http://www.wikidata.org/entity/Q97630190,physicist,NA,NA,NA,NA,NA,32713,
32714,http://www.wikidata.org/entity/Q97635796,physicist,university-teacher,mathematician,physics,applied-mathematics,mathematical-model,32714,
32715,http://www.wikidata.org/entity/Q97651606,physicist,politician,NA,NA,NA,NA,32715,
32716,http://www.wikidata.org/entity/Q97654103,physicist,researcher,chemist,NA,NA,NA,32716,
32717,http://www.wikidata.org/entity/Q97656562,physicist,university-teacher,NA,NA,NA,NA,32717,
32718,http://www.wikidata.org/entity/Q97656584,physicist,university-teacher,NA,NA,NA,NA,32718,
32719,http://www.wikidata.org/entity/Q97656889,physicist,university-teacher,NA,fiber-optic-communication,NA,NA,32719,
32720,http://www.wikidata.org/entity/Q97659471,astronomer,NA,NA,NA,NA,NA,32720,
32721,http://www.wikidata.org/entity/Q97660044,physicist,NA,NA,NA,NA,NA,32721,
32722,http://www.wikidata.org/entity/Q97660917,astronomer,NA,NA,NA,NA,NA,32722,
32723,http://www.wikidata.org/entity/Q97660951,physicist,university-teacher,NA,NA,NA,NA,32723,
32724,http://www.wikidata.org/entity/Q97664999,astronomer,university-teacher,mathematician,NA,NA,NA,32724,
32725,http://www.wikidata.org/entity/Q976658,physicist,NA,NA,NA,NA,NA,32725,
32726,http://www.wikidata.org/entity/Q97667832,physicist,NA,NA,NA,NA,NA,32726,
32727,http://www.wikidata.org/entity/Q97672607,physicist,university-teacher,writer,NA,NA,NA,32727,
32728,http://www.wikidata.org/entity/Q977036,physicist,university-teacher,engineer,physics,NA,NA,32728,
32729,http://www.wikidata.org/entity/Q97710,physicist,university-teacher,composer,physics,acoustics,musicology,32729,
32730,http://www.wikidata.org/entity/Q97728,physicist,university-teacher,NA,NA,NA,NA,32730,
32731,http://www.wikidata.org/entity/Q97738150,NA,NA,NA,astronomy,NA,NA,32731,
32732,http://www.wikidata.org/entity/Q97747,physicist,university-teacher,theoretical-physicist,theoretical-physics,NA,NA,32732,
32733,http://www.wikidata.org/entity/Q977587,physicist,politician,NA,NA,NA,NA,32733,
32734,http://www.wikidata.org/entity/Q97760428,physicist,NA,NA,NA,NA,NA,32734,
32735,http://www.wikidata.org/entity/Q977609,physicist,nuclear-physicist,NA,NA,NA,NA,32735,
32736,http://www.wikidata.org/entity/Q97773949,physicist,NA,NA,NA,NA,NA,32736,
32737,http://www.wikidata.org/entity/Q97773988,physicist,politician,official,NA,NA,NA,32737,
32738,http://www.wikidata.org/entity/Q97776172,physicist,researcher,NA,NA,NA,NA,32738,
32739,http://www.wikidata.org/entity/Q97792,astronomer,chemist,NA,astronomy,chemistry,satellite-imagery,32739,
32740,http://www.wikidata.org/entity/Q97810,physicist,theoretical-physicist,NA,NA,NA,NA,32740,
32741,http://www.wikidata.org/entity/Q97832969,astronomer,mathematician,NA,NA,NA,NA,32741,
32742,http://www.wikidata.org/entity/Q978384,physicist,university-teacher,NA,high-energy-physics,NA,NA,32742,
32743,http://www.wikidata.org/entity/Q978447,astronomer,mathematician,discoverer,NA,NA,NA,32743,
32744,http://www.wikidata.org/entity/Q97924214,physicist,NA,NA,NA,NA,NA,32744,
32745,http://www.wikidata.org/entity/Q97925074,physicist,NA,NA,NA,NA,NA,32745,
32746,http://www.wikidata.org/entity/Q97925242,physicist,NA,NA,NA,NA,NA,32746,
32747,http://www.wikidata.org/entity/Q97926984,astronomer,NA,NA,NA,NA,NA,32747,
32748,http://www.wikidata.org/entity/Q97940136,physicist,NA,NA,NA,NA,NA,32748,
32749,http://www.wikidata.org/entity/Q97940858,physicist,NA,NA,NA,NA,NA,32749,
32750,http://www.wikidata.org/entity/Q97950335,physicist,NA,NA,NA,NA,NA,32750,
32751,http://www.wikidata.org/entity/Q97965506,physicist,electrical-engineer,NA,NA,NA,NA,32751,
32752,http://www.wikidata.org/entity/Q97971304,physicist,university-teacher,NA,physics,solid-state-physics,experimental-physics,32752,
32753,http://www.wikidata.org/entity/Q98011770,physicist,NA,NA,NA,NA,NA,32753,
32754,http://www.wikidata.org/entity/Q98028253,physicist,NA,NA,NA,NA,NA,32754,
32755,http://www.wikidata.org/entity/Q98030,physicist,university-teacher,NA,NA,NA,NA,32755,
32756,http://www.wikidata.org/entity/Q98038,astronomer,university-teacher,mathematician,NA,NA,NA,32756,
32757,http://www.wikidata.org/entity/Q98042,physicist,engineer,computer-scientist,physics,NA,NA,32757,
32758,http://www.wikidata.org/entity/Q98043,physicist,NA,NA,NA,NA,NA,32758,
32759,http://www.wikidata.org/entity/Q98058,physicist,university-teacher,politician,physics,spectroscopy,politics,32759,
32760,http://www.wikidata.org/entity/Q98060953,physicist,NA,NA,NA,NA,NA,32760,
32761,http://www.wikidata.org/entity/Q98061099,physicist,NA,NA,NA,NA,NA,32761,
32762,http://www.wikidata.org/entity/Q980676,physicist,researcher,engineer,condensed-matter-physics,NA,NA,32762,
32763,http://www.wikidata.org/entity/Q98073134,physicist,NA,NA,quantum-mechanics,spectroscopy,atomic-physics,32763,
32764,http://www.wikidata.org/entity/Q98073310,physicist,politician,NA,NA,NA,NA,32764,
32765,http://www.wikidata.org/entity/Q98074693,astronomer,educator,NA,history-of-science,science-education,celestial-navigation,32765,
32766,http://www.wikidata.org/entity/Q98078,physicist,engineer,inventor,NA,NA,NA,32766,
32767,http://www.wikidata.org/entity/Q98085271,physicist,NA,NA,theoretical-physics,NA,NA,32767,
32768,http://www.wikidata.org/entity/Q98117746,physicist,patent-attorney,NA,physics,NA,NA,32768,
32769,http://www.wikidata.org/entity/Q981340,astronomer,university-teacher,NA,astronomy,NA,NA,32769,
32770,http://www.wikidata.org/entity/Q981454,physicist,university-teacher,NA,statistical-physics,NA,NA,32770,
32771,http://www.wikidata.org/entity/Q98150006,physicist,university-teacher,chemist,NA,NA,NA,32771,
32772,http://www.wikidata.org/entity/Q98150745,physicist,university-teacher,mathematician,physics,mathematics,electrical-engineering,32772,
32773,http://www.wikidata.org/entity/Q98161750,physicist,engineer,military-personnel,NA,NA,NA,32773,
32774,http://www.wikidata.org/entity/Q981768,physicist,university-teacher,theoretical-physicist,physics,theoretical-physics,history-of-science,32774,
32775,http://www.wikidata.org/entity/Q98176980,physicist,researcher,NA,NA,NA,NA,32775,
32776,http://www.wikidata.org/entity/Q98203163,physicist,NA,NA,NA,NA,NA,32776,
32777,http://www.wikidata.org/entity/Q98207566,NA,university-teacher,chemist,physics,chemistry,spectroscopy,32777,
32778,http://www.wikidata.org/entity/Q98212530,physicist,NA,NA,NA,NA,NA,32778,
32779,http://www.wikidata.org/entity/Q982392,astronomer,NA,NA,NA,NA,NA,32779,
32780,http://www.wikidata.org/entity/Q98239675,physicist,NA,NA,NA,NA,NA,32780,
32781,http://www.wikidata.org/entity/Q98253,physicist,university-teacher,theoretical-physicist,NA,NA,NA,32781,
32782,http://www.wikidata.org/entity/Q982561,astronomer,university-teacher,mathematician,mathematics,topology,NA,32782,
32783,http://www.wikidata.org/entity/Q982681,astronomer,university-teacher,NA,NA,NA,NA,32783,
32784,http://www.wikidata.org/entity/Q98285609,physicist,university-teacher,NA,NA,NA,NA,32784,
32785,http://www.wikidata.org/entity/Q98315201,physicist,NA,NA,history-of-atomic-theory,NA,NA,32785,
32786,http://www.wikidata.org/entity/Q983183,physicist,voice-actor,NA,particle-physics,NA,NA,32786,
32787,http://www.wikidata.org/entity/Q983216,physicist,NA,NA,quantum-mechanics,NA,NA,32787,
32788,http://www.wikidata.org/entity/Q983316,physicist,university-teacher,mathematician,physics,mechanics,applied-mathematics,32788,
32789,http://www.wikidata.org/entity/Q983318,physicist,mathematician,engineer,physics,mathematics,mechanics,32789,
32790,http://www.wikidata.org/entity/Q983362,astronomer,mathematician,NA,NA,NA,NA,32790,
32791,http://www.wikidata.org/entity/Q983364,physicist,university-teacher,NA,NA,NA,NA,32791,
32792,http://www.wikidata.org/entity/Q983371,astronomer,astrophysicist,NA,astronomy,NA,NA,32792,
32793,http://www.wikidata.org/entity/Q983380,NA,university-teacher,mathematician,physics,NA,NA,32793,
32794,http://www.wikidata.org/entity/Q983385,physicist,mathematician,theoretical-physicist,physics,mathematics,mathematical-physics,32794,
32795,http://www.wikidata.org/entity/Q983393,physicist,NA,NA,physics,NA,NA,32795,
32796,http://www.wikidata.org/entity/Q983395,physicist,mathematician,professor,physics,mathematics,NA,32796,
32797,http://www.wikidata.org/entity/Q983471,astronomer,astrophysicist,NA,NA,NA,NA,32797,
32798,http://www.wikidata.org/entity/Q983493,physicist,inventor,physician,medical-physics,NA,NA,32798,
32799,http://www.wikidata.org/entity/Q983497,astronomer,NA,NA,NA,NA,NA,32799,
32800,http://www.wikidata.org/entity/Q983607,physicist,university-teacher,engineer,physics,molecular-physics,electromagnetism,32800,
32801,http://www.wikidata.org/entity/Q983620,astronomer,NA,NA,NA,NA,NA,32801,
32802,http://www.wikidata.org/entity/Q98370264,physicist,NA,NA,NA,NA,NA,32802,
32803,http://www.wikidata.org/entity/Q98380305,physicist,researcher,NA,NA,NA,NA,32803,
32804,http://www.wikidata.org/entity/Q98380702,physicist,NA,NA,NA,NA,NA,32804,
32805,http://www.wikidata.org/entity/Q98381653,physicist,NA,NA,NA,NA,NA,32805,
32806,http://www.wikidata.org/entity/Q983856,physicist,nuclear-physicist,NA,physics,NA,NA,32806,
32807,http://www.wikidata.org/entity/Q98396154,physicist,NA,NA,physics,NA,NA,32807,
32808,http://www.wikidata.org/entity/Q98398348,physicist,NA,NA,NA,NA,NA,32808,
32809,http://www.wikidata.org/entity/Q98398423,physicist,NA,NA,NA,NA,NA,32809,
32810,http://www.wikidata.org/entity/Q98399449,physicist,NA,NA,NA,NA,NA,32810,
32811,http://www.wikidata.org/entity/Q98421,physicist,mathematician,politician,NA,NA,NA,32811,
32812,http://www.wikidata.org/entity/Q984330,astronomer,researcher,astrophysicist,astrophysics,NA,NA,32812,
32813,http://www.wikidata.org/entity/Q98435195,physicist,NA,NA,NA,NA,NA,32813,
32814,http://www.wikidata.org/entity/Q98447015,physicist,NA,NA,NA,NA,NA,32814,
32815,http://www.wikidata.org/entity/Q984527,physicist,university-teacher,mathematician,applied-mathematics,NA,NA,32815,
32816,http://www.wikidata.org/entity/Q984532,physicist,university-teacher,theoretical-physicist,theoretical-physics,NA,NA,32816,
32817,http://www.wikidata.org/entity/Q984535,physicist,chemist,professeur-des-universités,NA,NA,NA,32817,
32818,http://www.wikidata.org/entity/Q984551,physicist,engineer,NA,NA,NA,NA,32818,
32819,http://www.wikidata.org/entity/Q98457864,physicist,university-teacher,NA,NA,NA,NA,32819,
32820,http://www.wikidata.org/entity/Q984602,astronomer,astrophysicist,mountaineer,mathematics,NA,NA,32820,
32821,http://www.wikidata.org/entity/Q98510,physicist,geophysicist,seismologist,NA,NA,NA,32821,
32822,http://www.wikidata.org/entity/Q98518301,physicist,professor,NA,NA,NA,NA,32822,
32823,http://www.wikidata.org/entity/Q98524248,astronomer,NA,NA,astronomy,exoplanet,data-analysis,32823,
32824,http://www.wikidata.org/entity/Q98525756,physicist,NA,NA,NA,NA,NA,32824,
32825,http://www.wikidata.org/entity/Q98549294,physicist,university-teacher,physician,medicine,radiology,roentgenology,32825,
32826,http://www.wikidata.org/entity/Q9855106,physicist,NA,NA,NA,NA,NA,32826,
32827,http://www.wikidata.org/entity/Q98556472,physicist,university-teacher,NA,NA,NA,NA,32827,
32828,http://www.wikidata.org/entity/Q98557256,physicist,writer,professor,NA,NA,NA,32828,
32829,http://www.wikidata.org/entity/Q98593884,physicist,NA,NA,NA,NA,NA,32829,
32830,http://www.wikidata.org/entity/Q98601397,physicist,NA,NA,NA,NA,NA,32830,
32831,http://www.wikidata.org/entity/Q98603369,astronomer,astrophysicist,NA,NA,NA,NA,32831,
32832,http://www.wikidata.org/entity/Q98609623,physicist,NA,NA,NA,NA,NA,32832,
32833,http://www.wikidata.org/entity/Q98639340,physicist,electrical-engineer,NA,NA,NA,NA,32833,
32834,http://www.wikidata.org/entity/Q98650,physicist,university-teacher,nuclear-physicist,NA,NA,NA,32834,
32835,http://www.wikidata.org/entity/Q98652334,physicist,researcher,NA,NA,NA,NA,32835,
32836,http://www.wikidata.org/entity/Q98654,astronomer,astrophysicist,NA,NA,NA,NA,32836,
32837,http://www.wikidata.org/entity/Q986597,physicist,military-flight-engineer,aerospace-engineer,rocket-science,space-program,NA,32837,
