"pk_person_features","person_uri","occupation_main","occupation_sec1","coded_employer"
6971,http://www.wikidata.org/entity/Q12408922,physicist,researcher,institute
6973,http://www.wikidata.org/entity/Q12409760,physicist,opinion-journalist,publisher
6975,http://www.wikidata.org/entity/Q12410826,physicist,astrophysicist,publisher
6978,http://www.wikidata.org/entity/Q124128,physicist,university-teacher,publisher
6990,http://www.wikidata.org/entity/Q124236,physicist,university-teacher,publisher
6991,http://www.wikidata.org/entity/Q1242427,physicist,university-teacher,publisher
6999,http://www.wikidata.org/entity/Q1242916,physicist,university-teacher,agency
7001,http://www.wikidata.org/entity/Q1242983,astronomer,university-teacher,organization
7002,http://www.wikidata.org/entity/Q124301,physicist,university-teacher,education
7005,http://www.wikidata.org/entity/Q124306,physicist,university-teacher,university
7006,http://www.wikidata.org/entity/Q124311231,physicist,entrepreneur,institute
7016,http://www.wikidata.org/entity/Q1243485,astronomer,university-teacher,facility
7017,http://www.wikidata.org/entity/Q124351503,physicist,university-teacher,GLAM
7021,http://www.wikidata.org/entity/Q124365443,physicist,educator,education
7023,http://www.wikidata.org/entity/Q124367,physicist,university-teacher,education
7024,http://www.wikidata.org/entity/Q124368441,physicist,soil-scientist,institute
7025,http://www.wikidata.org/entity/Q1243966,physicist,university-teacher,university
7029,http://www.wikidata.org/entity/Q124454177,physicist,teacher,school
7030,http://www.wikidata.org/entity/Q124459745,physicist,university-teacher,other
7032,http://www.wikidata.org/entity/Q124471777,physicist,professor,enterprise
7033,http://www.wikidata.org/entity/Q1244732,physicist,university-teacher,education
7044,http://www.wikidata.org/entity/Q124533414,physicist,university-teacher,organization
7046,http://www.wikidata.org/entity/Q1245714,astronomer,researcher,education
7047,http://www.wikidata.org/entity/Q1245715,physicist,university-teacher,education
7049,http://www.wikidata.org/entity/Q124588,physicist,university-teacher,publisher
7061,http://www.wikidata.org/entity/Q124614856,physicist,university-teacher,education
7075,http://www.wikidata.org/entity/Q1246404,physicist,university-teacher,education
7081,http://www.wikidata.org/entity/Q124658496,physicist,local-historian,university
7096,http://www.wikidata.org/entity/Q124719295,physicist,university-teacher,publisher
7098,http://www.wikidata.org/entity/Q124726121,astronomer,researcher,education
7100,http://www.wikidata.org/entity/Q124727152,astronomer,researcher,education
7103,http://www.wikidata.org/entity/Q124737743,physicist,university-teacher,publisher
7107,http://www.wikidata.org/entity/Q124755684,astronomer,professor,publisher
7122,http://www.wikidata.org/entity/Q124791646,astronomer,university-teacher,education
7123,http://www.wikidata.org/entity/Q1247924,physicist,chemist,publisher
7128,http://www.wikidata.org/entity/Q12483112,physicist,lecturer,publisher
7129,http://www.wikidata.org/entity/Q1248435,physicist,chemist,education
7130,http://www.wikidata.org/entity/Q124850,physicist,nuclear-physicist,university
7132,http://www.wikidata.org/entity/Q12485595,physicist,university-teacher,other
7136,http://www.wikidata.org/entity/Q1248892,physicist,researcher,education
7137,http://www.wikidata.org/entity/Q124894,physicist,university-teacher,publisher
7140,http://www.wikidata.org/entity/Q1249138,physicist,university-teacher,education
7149,http://www.wikidata.org/entity/Q1250185,physicist,university-teacher,publisher
7151,http://www.wikidata.org/entity/Q125021792,physicist,university-teacher,education
7159,http://www.wikidata.org/entity/Q125121721,physicist,meteorologist,education
7163,http://www.wikidata.org/entity/Q1251586,physicist,university-teacher,education
7180,http://www.wikidata.org/entity/Q1252426,physicist,explorer,education
7181,http://www.wikidata.org/entity/Q1252465,physicist,university-teacher,university
7184,http://www.wikidata.org/entity/Q1252622,physicist,university-teacher,education
7186,http://www.wikidata.org/entity/Q125271,physicist,university-teacher,publisher
7192,http://www.wikidata.org/entity/Q1253030,physicist,university-teacher,publisher
7199,http://www.wikidata.org/entity/Q125346460,physicist,chargé-or-chargée-de-recherche-au-cnrs,publisher
7203,http://www.wikidata.org/entity/Q125354865,physicist,materials-scientist,publisher
7204,http://www.wikidata.org/entity/Q125362382,physicist,university-teacher,institute
7207,http://www.wikidata.org/entity/Q125372335,physicist,university-teacher,institute
7212,http://www.wikidata.org/entity/Q125387979,physicist,university-teacher,education
7223,http://www.wikidata.org/entity/Q12543151,physicist,manager,university
7231,http://www.wikidata.org/entity/Q125472371,physicist,writer,enterprise
7238,http://www.wikidata.org/entity/Q125504060,physicist,author,education
7239,http://www.wikidata.org/entity/Q1255064,physicist,university-teacher,education
7242,http://www.wikidata.org/entity/Q125515,astronomer,physician,education
7258,http://www.wikidata.org/entity/Q12556128,physicist,nuclear-physicist,institute
7262,http://www.wikidata.org/entity/Q1255680,physicist,university-teacher,institute
7265,http://www.wikidata.org/entity/Q125575106,physicist,school-teacher,organization
7266,http://www.wikidata.org/entity/Q125575667,physicist,radiophysicist,organization
7271,http://www.wikidata.org/entity/Q125590049,physicist,university-teacher,university
7272,http://www.wikidata.org/entity/Q125592555,physicist,musicologist,enterprise
7274,http://www.wikidata.org/entity/Q125620006,physicist,theoretical-physicist,center
7276,http://www.wikidata.org/entity/Q125621869,physicist,university-teacher,publisher
7279,http://www.wikidata.org/entity/Q125648613,physicist,university-teacher,organization
7280,http://www.wikidata.org/entity/Q125649366,physicist,university-teacher,education
7281,http://www.wikidata.org/entity/Q125649590,physicist,business-executive,enterprise
7283,http://www.wikidata.org/entity/Q125650855,physicist,university-teacher,education
7287,http://www.wikidata.org/entity/Q12567593,physicist,university-teacher,publisher
7289,http://www.wikidata.org/entity/Q125677024,physicist,university-teacher,enterprise
7291,http://www.wikidata.org/entity/Q125687,physicist,university-teacher,publisher
7295,http://www.wikidata.org/entity/Q125716,astronomer,university-teacher,publisher
7301,http://www.wikidata.org/entity/Q125728,physicist,university-teacher,education
7302,http://www.wikidata.org/entity/Q125741876,physicist,ice-hockey-player,institute
7303,http://www.wikidata.org/entity/Q125747458,physicist,university-teacher,education
7304,http://www.wikidata.org/entity/Q125751115,physicist,university-teacher,institute
7307,http://www.wikidata.org/entity/Q125781059,physicist,university-teacher,education
7316,http://www.wikidata.org/entity/Q125809781,physicist,university-teacher,institute
7318,http://www.wikidata.org/entity/Q125844823,physicist,university-teacher,organization
7321,http://www.wikidata.org/entity/Q125848636,physicist,historian-of-science,institute
7323,http://www.wikidata.org/entity/Q125859149,astronomer,university-teacher,education
7326,http://www.wikidata.org/entity/Q1258679,physicist,university-teacher,education
7335,http://www.wikidata.org/entity/Q125921041,physicist,rugby-union-player,organization
7337,http://www.wikidata.org/entity/Q1259382,physicist,university-teacher,institute
7338,http://www.wikidata.org/entity/Q125951658,physicist,civil-servant,publisher
7339,http://www.wikidata.org/entity/Q125951836,physicist,university-teacher,education
7340,http://www.wikidata.org/entity/Q125963307,physicist,zoologist,university
7342,http://www.wikidata.org/entity/Q125976511,physicist,university-teacher,publisher
7348,http://www.wikidata.org/entity/Q1260306,physicist,university-teacher,publisher
7355,http://www.wikidata.org/entity/Q126121718,astronomer,university-teacher,institute
7372,http://www.wikidata.org/entity/Q126234,physicist,university-teacher,education
7373,http://www.wikidata.org/entity/Q126255,physicist,university-teacher,university
7382,http://www.wikidata.org/entity/Q126314,physicist,university-teacher,publisher
7385,http://www.wikidata.org/entity/Q126326544,physicist,researcher,institute
7387,http://www.wikidata.org/entity/Q126359,physicist,university-teacher,institute
7398,http://www.wikidata.org/entity/Q126384,physicist,university-teacher,organization
7416,http://www.wikidata.org/entity/Q126456178,physicist,university-teacher,facility
7449,http://www.wikidata.org/entity/Q1265475,physicist,researcher,education
7450,http://www.wikidata.org/entity/Q12655058,physicist,university-teacher,publisher
7460,http://www.wikidata.org/entity/Q12658,physicist,university-teacher,education
7466,http://www.wikidata.org/entity/Q12658992,physicist,university-teacher,publisher
7470,http://www.wikidata.org/entity/Q126610935,physicist,university-teacher,organization
7482,http://www.wikidata.org/entity/Q126692162,physicist,university-teacher,publisher
7493,http://www.wikidata.org/entity/Q1267231,physicist,philosopher,publisher
7499,http://www.wikidata.org/entity/Q1267701,physicist,university-teacher,publisher
7507,http://www.wikidata.org/entity/Q126846,physicist,university-teacher,institute
7508,http://www.wikidata.org/entity/Q12687644,physicist,engineer,education
7512,http://www.wikidata.org/entity/Q1269701,physicist,university-teacher,institute
7515,http://www.wikidata.org/entity/Q126974402,physicist,philosopher,institute
7516,http://www.wikidata.org/entity/Q127002755,physicist,university-teacher,organization
7517,http://www.wikidata.org/entity/Q1270832,astronomer,university-teacher,education
7521,http://www.wikidata.org/entity/Q12713801,physicist,oceanographer,publisher
7522,http://www.wikidata.org/entity/Q12714078,physicist,university-teacher,institute
7523,http://www.wikidata.org/entity/Q12714385,physicist,meteorologist,publisher
7524,http://www.wikidata.org/entity/Q12714392,physicist,professor,publisher
7529,http://www.wikidata.org/entity/Q1271764,physicist,theoretical-physicist,institute
7539,http://www.wikidata.org/entity/Q127224948,physicist,university-teacher,organization
7541,http://www.wikidata.org/entity/Q127234,physicist,university-teacher,education
7563,http://www.wikidata.org/entity/Q12730562,physicist,linguist,publisher
7564,http://www.wikidata.org/entity/Q12730743,physicist,academic,publisher
7571,http://www.wikidata.org/entity/Q12735591,astronomer,researcher,publisher
7573,http://www.wikidata.org/entity/Q12736472,astronomer,mathematician,publisher
7578,http://www.wikidata.org/entity/Q1273727,physicist,chemist,publisher
7579,http://www.wikidata.org/entity/Q12737646,physicist,engineer,university
7590,http://www.wikidata.org/entity/Q127416437,physicist,university-teacher,university
7600,http://www.wikidata.org/entity/Q12743391,physicist,university-teacher,publisher
7604,http://www.wikidata.org/entity/Q12744309,physicist,chemist,publisher
7605,http://www.wikidata.org/entity/Q1274615,physicist,climatologist,institute
7608,http://www.wikidata.org/entity/Q1274781,physicist,university-teacher,institute
7611,http://www.wikidata.org/entity/Q12749763,physicist,theoretical-physicist,GLAM
7613,http://www.wikidata.org/entity/Q127504479,physicist,university-teacher,institute
7614,http://www.wikidata.org/entity/Q127506574,physicist,university-teacher,university
7617,http://www.wikidata.org/entity/Q127514623,physicist,electrical-engineer,institute
7620,http://www.wikidata.org/entity/Q12754957,physicist,theoretical-physicist,education
7624,http://www.wikidata.org/entity/Q12756940,physicist,political-commissar,publisher
7629,http://www.wikidata.org/entity/Q127601836,physicist,researcher,publisher
7630,http://www.wikidata.org/entity/Q127606912,physicist,university-teacher,university
7665,http://www.wikidata.org/entity/Q1276968,physicist,university-teacher,publisher
7670,http://www.wikidata.org/entity/Q12771492,astronomer,university-teacher,education
7680,http://www.wikidata.org/entity/Q12778619,astronomer,opinion-journalist,institute
7687,http://www.wikidata.org/entity/Q1277957,physicist,university-teacher,institute
7706,http://www.wikidata.org/entity/Q12786621,astronomer,astrophysicist,organization
7713,http://www.wikidata.org/entity/Q1278878,physicist,university-teacher,education
7718,http://www.wikidata.org/entity/Q1279068,physicist,university-teacher,university
7719,http://www.wikidata.org/entity/Q1279110,physicist,university-teacher,education
7728,http://www.wikidata.org/entity/Q127944,physicist,university-teacher,education
7731,http://www.wikidata.org/entity/Q1279537,physicist,university-teacher,publisher
7734,http://www.wikidata.org/entity/Q127959,astronomer,university-teacher,education
7739,http://www.wikidata.org/entity/Q1279668,physicist,university-teacher,education
7740,http://www.wikidata.org/entity/Q1279674,physicist,professor,publisher
7752,http://www.wikidata.org/entity/Q128031569,physicist,computer-artist,institute
7754,http://www.wikidata.org/entity/Q12804257,astronomer,university-teacher,publisher
7760,http://www.wikidata.org/entity/Q12806380,physicist,biophysicist,institute
7762,http://www.wikidata.org/entity/Q1280797,physicist,university-teacher,education
7763,http://www.wikidata.org/entity/Q1280924,physicist,university-teacher,university
7764,http://www.wikidata.org/entity/Q128118415,physicist,researcher,institute
7766,http://www.wikidata.org/entity/Q128130983,physicist,university-teacher,institute
7771,http://www.wikidata.org/entity/Q1281646,physicist,university-teacher,university
7773,http://www.wikidata.org/entity/Q1281714,physicist,university-teacher,agency
7775,http://www.wikidata.org/entity/Q1281842,physicist,university-teacher,university
7777,http://www.wikidata.org/entity/Q1281950,physicist,university-teacher,publisher
7778,http://www.wikidata.org/entity/Q128200338,physicist,university-teacher,university
7783,http://www.wikidata.org/entity/Q1283147,physicist,university-teacher,university
7784,http://www.wikidata.org/entity/Q128337,physicist,researcher,organization
7788,http://www.wikidata.org/entity/Q1283873,physicist,mathematician,other
7790,http://www.wikidata.org/entity/Q1284046,physicist,university-teacher,publisher
7791,http://www.wikidata.org/entity/Q12840500,astronomer,historian-of-science,university
7792,http://www.wikidata.org/entity/Q1284063,physicist,university-teacher,university
7796,http://www.wikidata.org/entity/Q12845245,physicist,university-teacher,university
7800,http://www.wikidata.org/entity/Q1284966,physicist,theoretical-physicist,education
7802,http://www.wikidata.org/entity/Q1285528,physicist,university-teacher,university
7808,http://www.wikidata.org/entity/Q12861741,astronomer,teacher,university
7814,http://www.wikidata.org/entity/Q12864517,physicist,mathematician,institute
7819,http://www.wikidata.org/entity/Q1286576,physicist,university-teacher,university
7820,http://www.wikidata.org/entity/Q12866342,physicist,inventor,university
7822,http://www.wikidata.org/entity/Q1286762,physicist,university-teacher,institute
7829,http://www.wikidata.org/entity/Q12875959,astronomer,university-teacher,organization
7831,http://www.wikidata.org/entity/Q12876047,physicist,university-teacher,GLAM
7832,http://www.wikidata.org/entity/Q12876062,physicist,university-teacher,university
7834,http://www.wikidata.org/entity/Q12877683,physicist,university-teacher,university
7839,http://www.wikidata.org/entity/Q1287932,physicist,university-teacher,education
7841,http://www.wikidata.org/entity/Q12879694,physicist,university-teacher,university
7843,http://www.wikidata.org/entity/Q12881821,physicist,university-teacher,organization
7844,http://www.wikidata.org/entity/Q1288201,physicist,university-teacher,institute
7846,http://www.wikidata.org/entity/Q128823,physicist,university-teacher,education
7847,http://www.wikidata.org/entity/Q12883314,physicist,university-teacher,organization
7849,http://www.wikidata.org/entity/Q12884842,astronomer,university-teacher,organization
7850,http://www.wikidata.org/entity/Q12885368,physicist,university-teacher,university
7852,http://www.wikidata.org/entity/Q1288619,physicist,university-teacher,university
7855,http://www.wikidata.org/entity/Q1288926,physicist,university-teacher,institute
7857,http://www.wikidata.org/entity/Q1288979,physicist,university-teacher,publisher
7861,http://www.wikidata.org/entity/Q1289529,physicist,university-teacher,university
7863,http://www.wikidata.org/entity/Q1290436,physicist,university-teacher,education
7866,http://www.wikidata.org/entity/Q1290541,physicist,university-teacher,university
7868,http://www.wikidata.org/entity/Q1291561,physicist,university-teacher,publisher
7869,http://www.wikidata.org/entity/Q1291839,physicist,professor,education
7873,http://www.wikidata.org/entity/Q1292266,physicist,university-teacher,education
7874,http://www.wikidata.org/entity/Q1292273,physicist,university-teacher,education
7875,http://www.wikidata.org/entity/Q1292344,physicist,university-teacher,education
7877,http://www.wikidata.org/entity/Q129261997,physicist,literary-scholar,university
7880,http://www.wikidata.org/entity/Q1292755,physicist,university-teacher,institute
7881,http://www.wikidata.org/entity/Q1292822,astronomer,university-teacher,education
7883,http://www.wikidata.org/entity/Q1293111,physicist,university-teacher,education
7884,http://www.wikidata.org/entity/Q1293171,physicist,theoretical-physicist,education
7888,http://www.wikidata.org/entity/Q1293868,physicist,mathematician,publisher
7889,http://www.wikidata.org/entity/Q1294120,physicist,university-teacher,institute
7891,http://www.wikidata.org/entity/Q129433050,physicist,university-teacher,university
7893,http://www.wikidata.org/entity/Q1294532,physicist,pedagogue,education
7894,http://www.wikidata.org/entity/Q1294553,physicist,university-teacher,education
7895,http://www.wikidata.org/entity/Q1294713,physicist,university-teacher,education
7896,http://www.wikidata.org/entity/Q129483783,physicist,professor,college
7897,http://www.wikidata.org/entity/Q129485095,physicist,university-teacher,university
7903,http://www.wikidata.org/entity/Q1295690,physicist,university-teacher,publisher
7905,http://www.wikidata.org/entity/Q129595159,physicist,biologist,institute
7906,http://www.wikidata.org/entity/Q1296057,astronomer,university-teacher,education
7907,http://www.wikidata.org/entity/Q1296171,astronomer,university-teacher,publisher
7910,http://www.wikidata.org/entity/Q129652318,physicist,university-teacher,university
7912,http://www.wikidata.org/entity/Q129676625,physicist,professor,university
7913,http://www.wikidata.org/entity/Q1296873,physicist,university-teacher,institute
7915,http://www.wikidata.org/entity/Q129693103,physicist,university-teacher,education
7918,http://www.wikidata.org/entity/Q1297161,astronomer,researcher,education
7922,http://www.wikidata.org/entity/Q1298461,physicist,university-teacher,agency
7925,http://www.wikidata.org/entity/Q129915869,physicist,university-teacher,university
7926,http://www.wikidata.org/entity/Q1299413,physicist,university-teacher,education
7928,http://www.wikidata.org/entity/Q129947777,physicist,university-teacher,institute
7933,http://www.wikidata.org/entity/Q12998,physicist,university-teacher,education
7935,http://www.wikidata.org/entity/Q130087037,physicist,mathematician,publisher
7936,http://www.wikidata.org/entity/Q130113,physicist,university-teacher,education
7941,http://www.wikidata.org/entity/Q1302302,physicist,university-teacher,education
7944,http://www.wikidata.org/entity/Q130241125,physicist,lecturer,university
7957,http://www.wikidata.org/entity/Q130289,physicist,engineer,institute
7968,http://www.wikidata.org/entity/Q130321540,physicist,professor,education
7972,http://www.wikidata.org/entity/Q13033104,physicist,scientist,university
7973,http://www.wikidata.org/entity/Q1303325,physicist,university-teacher,publisher
7978,http://www.wikidata.org/entity/Q130347978,astronomer,university-teacher,university
7980,http://www.wikidata.org/entity/Q130355391,physicist,oceanographer,education
7985,http://www.wikidata.org/entity/Q130365874,physicist,researcher,education
7989,http://www.wikidata.org/entity/Q130387009,physicist,researcher,institute
7991,http://www.wikidata.org/entity/Q130392284,astronomer,astrophysicist,university
7992,http://www.wikidata.org/entity/Q130396109,astronomer,radio-astronomer,observatory
7995,http://www.wikidata.org/entity/Q130416373,physicist,university-teacher,university
7999,http://www.wikidata.org/entity/Q130427045,physicist,science-communicator,publisher
8001,http://www.wikidata.org/entity/Q1304379,physicist,university-teacher,publisher
8006,http://www.wikidata.org/entity/Q1304637,physicist,university-teacher,publisher
8008,http://www.wikidata.org/entity/Q130470503,physicist,university-teacher,education
8011,http://www.wikidata.org/entity/Q130476170,physicist,school-teacher,school
8018,http://www.wikidata.org/entity/Q1305300,physicist,university-teacher,institute
8030,http://www.wikidata.org/entity/Q1305586,physicist,university-teacher,publisher
8032,http://www.wikidata.org/entity/Q1305716,physicist,university-teacher,education
8035,http://www.wikidata.org/entity/Q130597449,astronomer,university-teacher,education
8048,http://www.wikidata.org/entity/Q1307048,physicist,university-teacher,education
8056,http://www.wikidata.org/entity/Q130758387,physicist,university-teacher,publisher
8062,http://www.wikidata.org/entity/Q130780,astronomer,astrophysicist,education
8066,http://www.wikidata.org/entity/Q1308001,physicist,university-teacher,institute
8068,http://www.wikidata.org/entity/Q1308102,physicist,university-teacher,university
8069,http://www.wikidata.org/entity/Q1308420,physicist,university-teacher,publisher
8074,http://www.wikidata.org/entity/Q13090364,physicist,university-teacher,publisher
8076,http://www.wikidata.org/entity/Q130968508,astronomer,astrophysicist,publisher
8077,http://www.wikidata.org/entity/Q130973882,physicist,researcher,publisher
8078,http://www.wikidata.org/entity/Q130975,physicist,university-teacher,education
8082,http://www.wikidata.org/entity/Q1310890,astronomer,university-teacher,education
8085,http://www.wikidata.org/entity/Q131124538,physicist,professor,publisher
8086,http://www.wikidata.org/entity/Q131134105,physicist,university-teacher,publisher
8094,http://www.wikidata.org/entity/Q131178373,physicist,photographer,organization
8097,http://www.wikidata.org/entity/Q131207641,physicist,university-teacher,university
8099,http://www.wikidata.org/entity/Q1312272,physicist,university-teacher,education
8101,http://www.wikidata.org/entity/Q131246608,physicist,poet,publisher
8109,http://www.wikidata.org/entity/Q131305921,physicist,university-teacher,education
8130,http://www.wikidata.org/entity/Q131366820,physicist,university-teacher,publisher
8132,http://www.wikidata.org/entity/Q131370347,physicist,university-teacher,education
8142,http://www.wikidata.org/entity/Q131387464,physicist,university-teacher,university
8146,http://www.wikidata.org/entity/Q1314042,physicist,university-teacher,university
8154,http://www.wikidata.org/entity/Q1314497,physicist,nuclear-physicist,institute
8159,http://www.wikidata.org/entity/Q1314561,astronomer,astrophysicist,education
8160,http://www.wikidata.org/entity/Q1314573,physicist,university-teacher,education
8161,http://www.wikidata.org/entity/Q131457375,physicist,researcher,publisher
8163,http://www.wikidata.org/entity/Q1314735,astronomer,mathematician,publisher
8169,http://www.wikidata.org/entity/Q131519236,astronomer,university-teacher,observatory
8183,http://www.wikidata.org/entity/Q131617842,physicist,university-teacher,publisher
8189,http://www.wikidata.org/entity/Q131663909,physicist,historian,education
8195,http://www.wikidata.org/entity/Q131701258,physicist,engineer,education
8197,http://www.wikidata.org/entity/Q131721,physicist,university-teacher,institute
8204,http://www.wikidata.org/entity/Q131729,physicist,university-teacher,education
8205,http://www.wikidata.org/entity/Q131743160,astronomer,mathematician,organization
8215,http://www.wikidata.org/entity/Q131821305,physicist,university-teacher,publisher
8226,http://www.wikidata.org/entity/Q131842607,physicist,scientist,university
8227,http://www.wikidata.org/entity/Q131842636,physicist,scientist,university
8228,http://www.wikidata.org/entity/Q131842659,physicist,scientist,university
8230,http://www.wikidata.org/entity/Q131842683,physicist,scientist,university
8231,http://www.wikidata.org/entity/Q131842712,physicist,scientist,university
8232,http://www.wikidata.org/entity/Q131842763,physicist,scientist,university
8245,http://www.wikidata.org/entity/Q131926409,physicist,art-collector,agency
8254,http://www.wikidata.org/entity/Q1321110,physicist,computer-scientist,organization
8255,http://www.wikidata.org/entity/Q132123637,physicist,university-teacher,education
8257,http://www.wikidata.org/entity/Q132128548,physicist,university-teacher,institute
8265,http://www.wikidata.org/entity/Q132177293,physicist,university-teacher,education
8270,http://www.wikidata.org/entity/Q132185802,astronomer,photographer,GLAM
8282,http://www.wikidata.org/entity/Q132259,physicist,university-teacher,education
8288,http://www.wikidata.org/entity/Q132363514,physicist,university-teacher,education
8289,http://www.wikidata.org/entity/Q1323651,physicist,university-teacher,education
8290,http://www.wikidata.org/entity/Q1323871,astronomer,researcher,institute
8291,http://www.wikidata.org/entity/Q132459210,astronomer,surveyor,GLAM
8296,http://www.wikidata.org/entity/Q1325160,physicist,astrophysicist,institute
8297,http://www.wikidata.org/entity/Q132537,physicist,university-teacher,education
8299,http://www.wikidata.org/entity/Q1325786,physicist,university-teacher,university
8300,http://www.wikidata.org/entity/Q1325855,physicist,nuclear-physicist,education
8305,http://www.wikidata.org/entity/Q132733588,physicist,politician,other
8308,http://www.wikidata.org/entity/Q132744138,physicist,director-of-research-at-cnrs,publisher
8312,http://www.wikidata.org/entity/Q1327847,physicist,university-teacher,education
8315,http://www.wikidata.org/entity/Q132802025,astronomer,university-teacher,education
8316,http://www.wikidata.org/entity/Q132802063,astronomer,university-teacher,education
8319,http://www.wikidata.org/entity/Q132851426,physicist,university-teacher,agency
8328,http://www.wikidata.org/entity/Q1328875,physicist,university-teacher,education
8330,http://www.wikidata.org/entity/Q1329140,physicist,university-teacher,college
8333,http://www.wikidata.org/entity/Q132921384,physicist,university-teacher,agency
8354,http://www.wikidata.org/entity/Q1331304,physicist,university-teacher,education
8358,http://www.wikidata.org/entity/Q133187998,physicist,researcher,publisher
8362,http://www.wikidata.org/entity/Q133222,physicist,university-teacher,education
8364,http://www.wikidata.org/entity/Q133232,physicist,inventor,institute
8366,http://www.wikidata.org/entity/Q1332530,physicist,geophysicist,education
8372,http://www.wikidata.org/entity/Q133267,physicist,university-teacher,institute
8374,http://www.wikidata.org/entity/Q133269806,physicist,university-teacher,publisher
8376,http://www.wikidata.org/entity/Q133273887,physicist,mathematician,education
8382,http://www.wikidata.org/entity/Q1332927,physicist,university-teacher,education
8386,http://www.wikidata.org/entity/Q133312330,physicist,university-teacher,university
8389,http://www.wikidata.org/entity/Q1333246,physicist,university-teacher,education
8390,http://www.wikidata.org/entity/Q1333261,physicist,astronaut,education
8392,http://www.wikidata.org/entity/Q133332571,physicist,engineer,institute
8395,http://www.wikidata.org/entity/Q1333579,physicist,university-teacher,education
8398,http://www.wikidata.org/entity/Q1333840,physicist,university-teacher,university
8399,http://www.wikidata.org/entity/Q1334001,astronomer,mathematician,publisher
8405,http://www.wikidata.org/entity/Q133462808,physicist,scientist,institute
8418,http://www.wikidata.org/entity/Q133567620,astronomer,secretary,observatory
8425,http://www.wikidata.org/entity/Q133585609,physicist,university-teacher,university
8431,http://www.wikidata.org/entity/Q133612711,physicist,university-teacher,education
8440,http://www.wikidata.org/entity/Q133632782,physicist,historian-of-science,education
8441,http://www.wikidata.org/entity/Q133636646,physicist,docent,education
8450,http://www.wikidata.org/entity/Q13371078,physicist,nuclear-physicist,education
8459,http://www.wikidata.org/entity/Q133747,physicist,university-teacher,education
8462,http://www.wikidata.org/entity/Q133750649,physicist,university-teacher,institute
8464,http://www.wikidata.org/entity/Q133759699,physicist,electrical-engineer,education
8465,http://www.wikidata.org/entity/Q13376139,physicist,university-teacher,publisher
8467,http://www.wikidata.org/entity/Q133770661,physicist,researcher,institute
8474,http://www.wikidata.org/entity/Q1337932,astronomer,university-teacher,observatory
8476,http://www.wikidata.org/entity/Q1337966,physicist,university-teacher,university
8477,http://www.wikidata.org/entity/Q1337984,physicist,university-teacher,university
8486,http://www.wikidata.org/entity/Q133835924,astronomer,researcher,institute
8489,http://www.wikidata.org/entity/Q133846,physicist,university-teacher,education
8492,http://www.wikidata.org/entity/Q133849404,physicist,librarian,university
8496,http://www.wikidata.org/entity/Q133858971,astronomer,researcher,university
8501,http://www.wikidata.org/entity/Q133868138,physicist,university-teacher,institute
8502,http://www.wikidata.org/entity/Q133868485,astronomer,researcher,education
8507,http://www.wikidata.org/entity/Q133878351,physicist,university-teacher,publisher
8508,http://www.wikidata.org/entity/Q133879874,astronomer,researcher,publisher
8512,http://www.wikidata.org/entity/Q1339278,astronomer,university-teacher,education
8513,http://www.wikidata.org/entity/Q1339333,astronomer,university-teacher,education
8518,http://www.wikidata.org/entity/Q1339808,physicist,university-teacher,institute
8519,http://www.wikidata.org/entity/Q1339888,astronomer,researcher,publisher
8520,http://www.wikidata.org/entity/Q134002499,astronomer,researcher,education
8521,http://www.wikidata.org/entity/Q134003845,astronomer,researcher,university
8524,http://www.wikidata.org/entity/Q1340315,physicist,university-teacher,university
8526,http://www.wikidata.org/entity/Q13406771,astronomer,university-teacher,education
8527,http://www.wikidata.org/entity/Q1340732,physicist,university-teacher,education
8532,http://www.wikidata.org/entity/Q134085,physicist,university-teacher,organization
8543,http://www.wikidata.org/entity/Q134126725,physicist,university-teacher,education
8545,http://www.wikidata.org/entity/Q1341332,physicist,engineer,organization
8550,http://www.wikidata.org/entity/Q1341873,physicist,radio-astronomer,institute
8558,http://www.wikidata.org/entity/Q1342153,physicist,university-teacher,organization
8560,http://www.wikidata.org/entity/Q13422604,physicist,university-teacher,university
8561,http://www.wikidata.org/entity/Q13422670,physicist,university-teacher,publisher
8564,http://www.wikidata.org/entity/Q13424184,physicist,university-teacher,publisher
8578,http://www.wikidata.org/entity/Q134289673,physicist,university-teacher,education
8600,http://www.wikidata.org/entity/Q1344028,physicist,university-teacher,education
8606,http://www.wikidata.org/entity/Q134434567,astronomer,university-teacher,education
8607,http://www.wikidata.org/entity/Q134434583,physicist,university-teacher,education
8615,http://www.wikidata.org/entity/Q1344606,physicist,university-teacher,university
8632,http://www.wikidata.org/entity/Q13452233,physicist,researcher,publisher
8642,http://www.wikidata.org/entity/Q1345424,physicist,university-teacher,education
8650,http://www.wikidata.org/entity/Q134576678,physicist,university-teacher,institute
8651,http://www.wikidata.org/entity/Q134577580,physicist,university-teacher,institute
8668,http://www.wikidata.org/entity/Q1346127,physicist,mathematician,institute
8681,http://www.wikidata.org/entity/Q1346521,physicist,university-teacher,university
8683,http://www.wikidata.org/entity/Q1346550,physicist,university-teacher,institute
8686,http://www.wikidata.org/entity/Q1346619,astronomer,astrophysicist,education
8692,http://www.wikidata.org/entity/Q134692654,astronomer,university-teacher,education
8712,http://www.wikidata.org/entity/Q134723798,physicist,engineer,enterprise
8718,http://www.wikidata.org/entity/Q1347561,physicist,university-teacher,publisher
