"pk_person_features","person_uri","occupation_main","occupation_sec1","coded_employer"
15216,http://www.wikidata.org/entity/Q2331842,physicist,university-teacher,education
15218,http://www.wikidata.org/entity/Q233355,physicist,university-teacher,education
15219,http://www.wikidata.org/entity/Q2336591,physicist,university-teacher,publisher
15220,http://www.wikidata.org/entity/Q2337722,physicist,university-teacher,university
15221,http://www.wikidata.org/entity/Q233973,physicist,university-teacher,education
15222,http://www.wikidata.org/entity/Q233974,astronomer,astrophysicist,education
15223,http://www.wikidata.org/entity/Q233985,physicist,university-teacher,education
15228,http://www.wikidata.org/entity/Q2341286,physicist,university-teacher,education
15229,http://www.wikidata.org/entity/Q23414339,physicist,mathematician,center
15230,http://www.wikidata.org/entity/Q23416224,physicist,business-manager,enterprise
15231,http://www.wikidata.org/entity/Q23418569,physicist,university-teacher,university
15234,http://www.wikidata.org/entity/Q234357,physicist,university-teacher,education
15235,http://www.wikidata.org/entity/Q2343625,physicist,politician,education
15236,http://www.wikidata.org/entity/Q2343953,physicist,university-teacher,education
15237,http://www.wikidata.org/entity/Q2344473,physicist,university-teacher,education
15238,http://www.wikidata.org/entity/Q2344659,physicist,university-teacher,education
15239,http://www.wikidata.org/entity/Q2345155,physicist,computer-scientist,education
15240,http://www.wikidata.org/entity/Q2346142,physicist,university-teacher,institute
15241,http://www.wikidata.org/entity/Q2347458,astronomer,university-teacher,education
15243,http://www.wikidata.org/entity/Q2347546,physicist,university-teacher,education
15244,http://www.wikidata.org/entity/Q2347632,physicist,university-teacher,education
15245,http://www.wikidata.org/entity/Q2347650,physicist,university-teacher,education
15246,http://www.wikidata.org/entity/Q2347721,astronomer,astrophysicist,facility
15248,http://www.wikidata.org/entity/Q234888,astronomer,scientist,education
15249,http://www.wikidata.org/entity/Q234909,astronomer,university-teacher,education
15253,http://www.wikidata.org/entity/Q23505164,physicist,computer-scientist,institute
15255,http://www.wikidata.org/entity/Q2353799,astronomer,astrophysicist,education
15256,http://www.wikidata.org/entity/Q2354446,physicist,university-teacher,institute
15259,http://www.wikidata.org/entity/Q2355765,physicist,physician,university
15262,http://www.wikidata.org/entity/Q235712,astronomer,university-teacher,education
15263,http://www.wikidata.org/entity/Q2357840,physicist,inventor,education
15264,http://www.wikidata.org/entity/Q2357941,physicist,researcher,institute
15265,http://www.wikidata.org/entity/Q2357968,physicist,university-teacher,organization
15266,http://www.wikidata.org/entity/Q23585394,physicist,nuclear-physicist,organization
15267,http://www.wikidata.org/entity/Q2359537,physicist,university-teacher,publisher
15268,http://www.wikidata.org/entity/Q23595930,astronomer,astrophysicist,institute
15269,http://www.wikidata.org/entity/Q23617409,physicist,university-teacher,education
15274,http://www.wikidata.org/entity/Q23655271,physicist,chemist,GLAM
15283,http://www.wikidata.org/entity/Q23658844,physicist,pedagogue,education
15289,http://www.wikidata.org/entity/Q2367869,physicist,astrophysicist,publisher
15296,http://www.wikidata.org/entity/Q2369848,physicist,university-teacher,education
15299,http://www.wikidata.org/entity/Q23706029,astronomer,engineer,publisher
15300,http://www.wikidata.org/entity/Q23706031,astronomer,scientist,education
15302,http://www.wikidata.org/entity/Q2371077,physicist,university-teacher,education
15303,http://www.wikidata.org/entity/Q2371142,astronomer,astrophysicist,institute
15305,http://www.wikidata.org/entity/Q2371312,physicist,university-teacher,education
15315,http://www.wikidata.org/entity/Q23727188,physicist,university-teacher,organization
15318,http://www.wikidata.org/entity/Q23728739,astronomer,scientist,institute
15320,http://www.wikidata.org/entity/Q2374282,physicist,university-teacher,university
15321,http://www.wikidata.org/entity/Q23749629,physicist,theoretical-physicist,university
15322,http://www.wikidata.org/entity/Q23750656,physicist,university-teacher,university
15324,http://www.wikidata.org/entity/Q23751911,physicist,university-teacher,education
15329,http://www.wikidata.org/entity/Q23760988,physicist,professor,institute
15338,http://www.wikidata.org/entity/Q23772335,physicist,mathematician,university
15340,http://www.wikidata.org/entity/Q23778299,physicist,university-teacher,publisher
15341,http://www.wikidata.org/entity/Q2377935,physicist,university-teacher,university
15342,http://www.wikidata.org/entity/Q237825,physicist,university-teacher,university
15343,http://www.wikidata.org/entity/Q23782661,physicist,biologist,organization
15344,http://www.wikidata.org/entity/Q23782676,physicist,university-teacher,education
15345,http://www.wikidata.org/entity/Q23787992,physicist,university-teacher,organization
15346,http://www.wikidata.org/entity/Q23788124,physicist,writer,other
15347,http://www.wikidata.org/entity/Q23788179,physicist,university-teacher,institute
15350,http://www.wikidata.org/entity/Q2380105,astronomer,mathematician,observatory
15355,http://www.wikidata.org/entity/Q2381425,physicist,theoretical-physicist,organization
15356,http://www.wikidata.org/entity/Q23816085,astronomer,astrophysicist,education
15357,http://www.wikidata.org/entity/Q2382320,physicist,writer,publisher
15358,http://www.wikidata.org/entity/Q23823628,physicist,university-teacher,institute
15359,http://www.wikidata.org/entity/Q2382567,astronomer,military-officer,education
15360,http://www.wikidata.org/entity/Q23836158,physicist,professor,institute
15362,http://www.wikidata.org/entity/Q2385083,astronomer,politician,observatory
15365,http://www.wikidata.org/entity/Q238716,physicist,university-teacher,education
15367,http://www.wikidata.org/entity/Q2387525,physicist,teacher,organization
15369,http://www.wikidata.org/entity/Q23883587,astronomer,university-teacher,organization
15371,http://www.wikidata.org/entity/Q23889122,physicist,university-teacher,publisher
15372,http://www.wikidata.org/entity/Q23890995,physicist,university-teacher,education
15388,http://www.wikidata.org/entity/Q239131,physicist,university-teacher,education
15389,http://www.wikidata.org/entity/Q23915041,physicist,university-teacher,agency
15393,http://www.wikidata.org/entity/Q23920801,physicist,researcher,education
15394,http://www.wikidata.org/entity/Q239229,astronomer,university-teacher,education
15395,http://www.wikidata.org/entity/Q23926228,physicist,researcher,publisher
15397,http://www.wikidata.org/entity/Q23926317,physicist,researcher,agency
15426,http://www.wikidata.org/entity/Q239373,physicist,university-teacher,education
15429,http://www.wikidata.org/entity/Q23939798,astronomer,exhibition-curator,education
15431,http://www.wikidata.org/entity/Q23943357,astronomer,geographer,university
15432,http://www.wikidata.org/entity/Q23945400,physicist,university-teacher,education
15438,http://www.wikidata.org/entity/Q23956,physicist,theoretical-physicist,institute
15440,http://www.wikidata.org/entity/Q2395866,physicist,university-teacher,publisher
15448,http://www.wikidata.org/entity/Q24000618,physicist,politician,college
15449,http://www.wikidata.org/entity/Q24000765,physicist,politician,university
15457,http://www.wikidata.org/entity/Q24005731,physicist,university-teacher,education
15459,http://www.wikidata.org/entity/Q24006226,physicist,university-teacher,education
15465,http://www.wikidata.org/entity/Q24009666,physicist,writer,other
15468,http://www.wikidata.org/entity/Q24009772,physicist,university-teacher,institute
15490,http://www.wikidata.org/entity/Q24010626,physicist,figure-skater,publisher
15491,http://www.wikidata.org/entity/Q24010640,astronomer,mind-gamer,institute
15500,http://www.wikidata.org/entity/Q24010781,physicist,university-teacher,institute
15516,http://www.wikidata.org/entity/Q24018452,physicist,academic,organization
15517,http://www.wikidata.org/entity/Q24019244,physicist,professor,agency
15518,http://www.wikidata.org/entity/Q24025934,physicist,university-teacher,publisher
15520,http://www.wikidata.org/entity/Q24039116,physicist,university-teacher,university
15521,http://www.wikidata.org/entity/Q2403930,physicist,university-teacher,university
15529,http://www.wikidata.org/entity/Q24051741,astronomer,astrophysicist,education
15532,http://www.wikidata.org/entity/Q24054277,physicist,researcher,education
15533,http://www.wikidata.org/entity/Q24054864,physicist,university-teacher,institute
15534,http://www.wikidata.org/entity/Q24054872,physicist,university-teacher,education
15537,http://www.wikidata.org/entity/Q24055273,physicist,researcher,publisher
15540,http://www.wikidata.org/entity/Q2405957,physicist,university-teacher,publisher
15543,http://www.wikidata.org/entity/Q24066417,physicist,university-teacher,school
15544,http://www.wikidata.org/entity/Q24067022,physicist,researcher,education
15548,http://www.wikidata.org/entity/Q240708,physicist,astrophysicist,agency
15549,http://www.wikidata.org/entity/Q24074957,physicist,docent,publisher
15551,http://www.wikidata.org/entity/Q240866,astronomer,university-teacher,education
15552,http://www.wikidata.org/entity/Q24088955,physicist,university-teacher,education
15554,http://www.wikidata.org/entity/Q24091085,physicist,climatologist,education
15555,http://www.wikidata.org/entity/Q2409133,astronomer,university-teacher,institute
15559,http://www.wikidata.org/entity/Q24158714,physicist,university-teacher,publisher
15560,http://www.wikidata.org/entity/Q2416958,physicist,university-teacher,publisher
15561,http://www.wikidata.org/entity/Q2417006,physicist,university-teacher,publisher
15563,http://www.wikidata.org/entity/Q241735,physicist,inventor,enterprise
15566,http://www.wikidata.org/entity/Q241822,physicist,university-teacher,university
15567,http://www.wikidata.org/entity/Q2418247,astronomer,university-teacher,publisher
15568,http://www.wikidata.org/entity/Q2418251,physicist,university-teacher,publisher
15569,http://www.wikidata.org/entity/Q2418638,physicist,university-teacher,education
15570,http://www.wikidata.org/entity/Q2418644,physicist,theoretical-physicist,education
15572,http://www.wikidata.org/entity/Q24188429,astronomer,poet,education
15573,http://www.wikidata.org/entity/Q24203464,astronomer,university-teacher,university
15577,http://www.wikidata.org/entity/Q24206092,physicist,theoretical-physicist,institute
15579,http://www.wikidata.org/entity/Q2421500,physicist,university-teacher,college
15581,http://www.wikidata.org/entity/Q2422042,physicist,university-teacher,education
15585,http://www.wikidata.org/entity/Q24228909,physicist,university-teacher,publisher
15590,http://www.wikidata.org/entity/Q2423687,physicist,university-teacher,publisher
15591,http://www.wikidata.org/entity/Q24237776,physicist,university-teacher,publisher
15592,http://www.wikidata.org/entity/Q24241302,physicist,university-teacher,institute
15595,http://www.wikidata.org/entity/Q24250050,physicist,university-teacher,education
15596,http://www.wikidata.org/entity/Q2425089,physicist,university-teacher,institute
15598,http://www.wikidata.org/entity/Q2425131,physicist,university-teacher,education
15599,http://www.wikidata.org/entity/Q24251462,physicist,electrical-engineer,agency
15600,http://www.wikidata.org/entity/Q24257105,physicist,researcher,institute
15601,http://www.wikidata.org/entity/Q2425748,physicist,university-teacher,education
15602,http://www.wikidata.org/entity/Q2426016,physicist,university-teacher,education
15605,http://www.wikidata.org/entity/Q24261927,physicist,university-teacher,publisher
15606,http://www.wikidata.org/entity/Q24262001,physicist,computer-scientist,publisher
15607,http://www.wikidata.org/entity/Q24262108,physicist,teacher,publisher
15608,http://www.wikidata.org/entity/Q2426220,physicist,university-teacher,education
15611,http://www.wikidata.org/entity/Q24265156,physicist,university-teacher,education
15613,http://www.wikidata.org/entity/Q2426750,physicist,university-teacher,university
15617,http://www.wikidata.org/entity/Q2427906,physicist,university-teacher,education
15621,http://www.wikidata.org/entity/Q24284084,physicist,university-teacher,publisher
15622,http://www.wikidata.org/entity/Q24284293,physicist,university-teacher,publisher
15628,http://www.wikidata.org/entity/Q24292620,physicist,university-teacher,university
15634,http://www.wikidata.org/entity/Q243196,physicist,mathematician,education
15635,http://www.wikidata.org/entity/Q24326440,physicist,theoretical-physicist,university
15636,http://www.wikidata.org/entity/Q2433004,physicist,university-teacher,education
15638,http://www.wikidata.org/entity/Q2433438,physicist,university-teacher,publisher
15639,http://www.wikidata.org/entity/Q2434754,physicist,university-teacher,organization
15641,http://www.wikidata.org/entity/Q24350654,physicist,university-teacher,academy
15643,http://www.wikidata.org/entity/Q24350794,physicist,crystallographer,university
15645,http://www.wikidata.org/entity/Q24351053,physicist,mathematician,institute
15653,http://www.wikidata.org/entity/Q24352108,physicist,university-teacher,education
15661,http://www.wikidata.org/entity/Q243601,physicist,university-teacher,education
15662,http://www.wikidata.org/entity/Q2436981,physicist,university-teacher,university
15664,http://www.wikidata.org/entity/Q243969,physicist,engineer,education
15670,http://www.wikidata.org/entity/Q2442668,physicist,nuclear-physicist,laboratory
15674,http://www.wikidata.org/entity/Q24428818,physicist,researcher,institute
15676,http://www.wikidata.org/entity/Q24429193,physicist,researcher,institute
15677,http://www.wikidata.org/entity/Q2442984,physicist,university-teacher,publisher
15678,http://www.wikidata.org/entity/Q2444861,physicist,university-teacher,agency
15679,http://www.wikidata.org/entity/Q24449544,physicist,geologist,education
15682,http://www.wikidata.org/entity/Q2447874,physicist,engineer,facility
15686,http://www.wikidata.org/entity/Q24522295,physicist,professor,publisher
15687,http://www.wikidata.org/entity/Q24522382,physicist,professor,publisher
15688,http://www.wikidata.org/entity/Q24522527,physicist,professor,publisher
15689,http://www.wikidata.org/entity/Q245342,physicist,chemist,university
15690,http://www.wikidata.org/entity/Q24537585,physicist,professor,publisher
15691,http://www.wikidata.org/entity/Q24537622,physicist,professor,publisher
15692,http://www.wikidata.org/entity/Q24537666,physicist,professor,publisher
15693,http://www.wikidata.org/entity/Q245402,physicist,chemist,university
15695,http://www.wikidata.org/entity/Q24542058,physicist,professor,publisher
15696,http://www.wikidata.org/entity/Q24542233,physicist,professor,publisher
15697,http://www.wikidata.org/entity/Q24542334,physicist,professor,publisher
15698,http://www.wikidata.org/entity/Q24542374,physicist,professor,publisher
15699,http://www.wikidata.org/entity/Q24545256,physicist,professor,publisher
15700,http://www.wikidata.org/entity/Q24545348,physicist,professor,publisher
15701,http://www.wikidata.org/entity/Q24545444,physicist,professor,publisher
15702,http://www.wikidata.org/entity/Q24545511,physicist,professor,publisher
15703,http://www.wikidata.org/entity/Q24545694,physicist,professor,publisher
15704,http://www.wikidata.org/entity/Q24545743,physicist,professor,publisher
15705,http://www.wikidata.org/entity/Q24545793,physicist,professor,publisher
15710,http://www.wikidata.org/entity/Q24561998,physicist,professor,publisher
15711,http://www.wikidata.org/entity/Q24562037,physicist,professor,publisher
15713,http://www.wikidata.org/entity/Q24562751,physicist,professor,publisher
15714,http://www.wikidata.org/entity/Q24562787,physicist,professor,publisher
15715,http://www.wikidata.org/entity/Q24562827,physicist,professor,publisher
15716,http://www.wikidata.org/entity/Q24562870,physicist,professor,publisher
15717,http://www.wikidata.org/entity/Q24562922,physicist,researcher,publisher
15718,http://www.wikidata.org/entity/Q24562979,physicist,professor,publisher
15719,http://www.wikidata.org/entity/Q24563037,physicist,professor,publisher
15720,http://www.wikidata.org/entity/Q24563075,physicist,professor,publisher
15721,http://www.wikidata.org/entity/Q24563122,physicist,university-teacher,education
15722,http://www.wikidata.org/entity/Q24563173,physicist,professor,publisher
15723,http://www.wikidata.org/entity/Q24563271,physicist,university-teacher,publisher
15725,http://www.wikidata.org/entity/Q24565479,physicist,professor,publisher
15726,http://www.wikidata.org/entity/Q24565714,physicist,theoretical-physicist,education
15727,http://www.wikidata.org/entity/Q24565749,physicist,planetary-scientist,university
15735,http://www.wikidata.org/entity/Q245816,physicist,university-teacher,education
15737,http://www.wikidata.org/entity/Q2461231,physicist,university-teacher,institute
15738,http://www.wikidata.org/entity/Q2462157,physicist,university-teacher,institute
15743,http://www.wikidata.org/entity/Q246401,physicist,researcher,publisher
15744,http://www.wikidata.org/entity/Q24640452,physicist,researcher,institute
15747,http://www.wikidata.org/entity/Q24642098,physicist,chemist,university
15761,http://www.wikidata.org/entity/Q246497,physicist,university-teacher,education
15762,http://www.wikidata.org/entity/Q2465343,physicist,university-teacher,publisher
15778,http://www.wikidata.org/entity/Q2471271,physicist,nuclear-physicist,institute
15781,http://www.wikidata.org/entity/Q2473189,physicist,university-teacher,other
15783,http://www.wikidata.org/entity/Q2474670,astronomer,astrophysicist,publisher
15784,http://www.wikidata.org/entity/Q2474859,physicist,university-teacher,institute
15785,http://www.wikidata.org/entity/Q247486,physicist,university-teacher,education
15787,http://www.wikidata.org/entity/Q247501,physicist,mathematician,education
15788,http://www.wikidata.org/entity/Q2475599,physicist,university-teacher,institute
15789,http://www.wikidata.org/entity/Q2475866,physicist,university-teacher,institute
15790,http://www.wikidata.org/entity/Q2475999,physicist,university-teacher,agency
15791,http://www.wikidata.org/entity/Q247603,physicist,inventor,other
15792,http://www.wikidata.org/entity/Q2476561,physicist,university-teacher,agency
15793,http://www.wikidata.org/entity/Q2476627,physicist,university-teacher,publisher
15794,http://www.wikidata.org/entity/Q2476653,physicist,university-teacher,agency
15796,http://www.wikidata.org/entity/Q24809986,physicist,cricketer,institute
15801,http://www.wikidata.org/entity/Q24820689,physicist,university-teacher,organization
15803,http://www.wikidata.org/entity/Q2482444,physicist,university-teacher,education
15806,http://www.wikidata.org/entity/Q2483272,physicist,university-teacher,education
15811,http://www.wikidata.org/entity/Q24844420,physicist,mathematician,education
15814,http://www.wikidata.org/entity/Q24845034,physicist,nuclear-physicist,publisher
15822,http://www.wikidata.org/entity/Q24851690,astronomer,researcher,publisher
15824,http://www.wikidata.org/entity/Q24851780,physicist,researcher,publisher
15826,http://www.wikidata.org/entity/Q24856148,physicist,university-teacher,university
15831,http://www.wikidata.org/entity/Q24884969,astronomer,researcher,education
15832,http://www.wikidata.org/entity/Q24890069,astronomer,astrophysicist,education
15833,http://www.wikidata.org/entity/Q24890253,astronomer,researcher,education
15834,http://www.wikidata.org/entity/Q24890712,physicist,astrophysicist,education
15836,http://www.wikidata.org/entity/Q24895935,astronomer,astrophysicist,education
15837,http://www.wikidata.org/entity/Q248997,physicist,mathematician,publisher
15838,http://www.wikidata.org/entity/Q2490471,astronomer,researcher,agency
15839,http://www.wikidata.org/entity/Q24924886,astronomer,surveyor,education
15840,http://www.wikidata.org/entity/Q249305,physicist,university-teacher,education
15842,http://www.wikidata.org/entity/Q24933675,physicist,professor,publisher
15861,http://www.wikidata.org/entity/Q24960980,physicist,astrophysicist,education
15862,http://www.wikidata.org/entity/Q2497317,physicist,theoretical-physicist,institute
15872,http://www.wikidata.org/entity/Q250560,astronomer,university-teacher,education
15873,http://www.wikidata.org/entity/Q2506400,physicist,nuclear-physicist,education
15874,http://www.wikidata.org/entity/Q25081846,physicist,chemist,institute
15878,http://www.wikidata.org/entity/Q250920,physicist,university-teacher,publisher
15879,http://www.wikidata.org/entity/Q250936,physicist,inventor,education
15880,http://www.wikidata.org/entity/Q251034,astronomer,university-teacher,publisher
15881,http://www.wikidata.org/entity/Q251407,physicist,university-teacher,education
15882,http://www.wikidata.org/entity/Q2514169,physicist,nuclear-physicist,publisher
15883,http://www.wikidata.org/entity/Q2514255,physicist,university-teacher,education
15884,http://www.wikidata.org/entity/Q2514375,physicist,theoretical-physicist,education
15885,http://www.wikidata.org/entity/Q2514703,physicist,university-teacher,publisher
15886,http://www.wikidata.org/entity/Q251524,physicist,university-teacher,education
15888,http://www.wikidata.org/entity/Q2516739,physicist,theoretical-physicist,publisher
15891,http://www.wikidata.org/entity/Q25183911,physicist,mathematician,institute
15892,http://www.wikidata.org/entity/Q25184269,physicist,astrophysicist,education
15895,http://www.wikidata.org/entity/Q25201562,physicist,university-teacher,university
15897,http://www.wikidata.org/entity/Q252115,astronomer,mathematician,observatory
15898,http://www.wikidata.org/entity/Q252142,physicist,university-teacher,publisher
15900,http://www.wikidata.org/entity/Q2522514,physicist,nuclear-physicist,education
15903,http://www.wikidata.org/entity/Q25238693,astronomer,mathematician,publisher
15907,http://www.wikidata.org/entity/Q2526709,physicist,university-teacher,university
15909,http://www.wikidata.org/entity/Q25272188,astronomer,astrophysicist,publisher
15911,http://www.wikidata.org/entity/Q2527796,astronomer,university-teacher,education
15912,http://www.wikidata.org/entity/Q2530872,physicist,non-fiction-writer,other
15913,http://www.wikidata.org/entity/Q2530875,physicist,university-teacher,publisher
15914,http://www.wikidata.org/entity/Q2530955,physicist,university-teacher,agency
15915,http://www.wikidata.org/entity/Q2531286,physicist,university-teacher,institute
15916,http://www.wikidata.org/entity/Q2531300,physicist,university-teacher,publisher
15917,http://www.wikidata.org/entity/Q2531319,astronomer,astrophysicist,publisher
15919,http://www.wikidata.org/entity/Q25320,physicist,university-teacher,education
15920,http://www.wikidata.org/entity/Q25323669,physicist,nuclear-physicist,education
15921,http://www.wikidata.org/entity/Q25324828,astronomer,researcher,education
15925,http://www.wikidata.org/entity/Q25338494,physicist,nuclear-physicist,publisher
15926,http://www.wikidata.org/entity/Q25338786,astronomer,astrophysicist,institute
15928,http://www.wikidata.org/entity/Q253515,physicist,university-teacher,publisher
15929,http://www.wikidata.org/entity/Q2536680,astronomer,astrophysicist,education
15933,http://www.wikidata.org/entity/Q253807,physicist,university-teacher,education
15936,http://www.wikidata.org/entity/Q25396295,physicist,mathematician,university
15937,http://www.wikidata.org/entity/Q25396434,physicist,university-teacher,university
15938,http://www.wikidata.org/entity/Q2540350,astronomer,computer-scientist,education
15940,http://www.wikidata.org/entity/Q25408247,astronomer,mathematician,education
15941,http://www.wikidata.org/entity/Q2541050,astronomer,university-teacher,university
15947,http://www.wikidata.org/entity/Q25422685,physicist,optician,university
15949,http://www.wikidata.org/entity/Q25422991,physicist,mathematician,publisher
15951,http://www.wikidata.org/entity/Q25423500,physicist,university-teacher,publisher
15959,http://www.wikidata.org/entity/Q2544094,astronomer,geographer,GLAM
15964,http://www.wikidata.org/entity/Q2544315,physicist,university-teacher,publisher
15965,http://www.wikidata.org/entity/Q2544566,physicist,university-teacher,education
15966,http://www.wikidata.org/entity/Q2545195,physicist,university-teacher,agency
15972,http://www.wikidata.org/entity/Q25461567,physicist,professor,university
15974,http://www.wikidata.org/entity/Q2546399,astronomer,university-teacher,organization
15977,http://www.wikidata.org/entity/Q25473599,physicist,university-teacher,publisher
15978,http://www.wikidata.org/entity/Q2547403,physicist,university-teacher,enterprise
15982,http://www.wikidata.org/entity/Q25478048,physicist,mechanical-engineer,publisher
15991,http://www.wikidata.org/entity/Q25493875,physicist,basketball-player,publisher
15994,http://www.wikidata.org/entity/Q2549788,physicist,theoretical-physicist,education
15996,http://www.wikidata.org/entity/Q25500274,physicist,university-teacher,organization
16002,http://www.wikidata.org/entity/Q25540428,physicist,researcher,university
16008,http://www.wikidata.org/entity/Q2557534,physicist,university-teacher,institute
16011,http://www.wikidata.org/entity/Q25586194,physicist,scientist,education
16018,http://www.wikidata.org/entity/Q2559412,physicist,university-teacher,institute
16020,http://www.wikidata.org/entity/Q2560778,physicist,university-teacher,university
16026,http://www.wikidata.org/entity/Q2561823,physicist,university-teacher,agency
16027,http://www.wikidata.org/entity/Q2561892,physicist,university-teacher,organization
16028,http://www.wikidata.org/entity/Q2562641,physicist,university-teacher,university
16030,http://www.wikidata.org/entity/Q2562793,astronomer,university-teacher,education
16031,http://www.wikidata.org/entity/Q2565335,physicist,university-teacher,institute
16032,http://www.wikidata.org/entity/Q2567570,physicist,university-teacher,education
16033,http://www.wikidata.org/entity/Q2568271,physicist,teacher,education
16034,http://www.wikidata.org/entity/Q2569131,physicist,university-teacher,university
16038,http://www.wikidata.org/entity/Q2570975,physicist,nuclear-physicist,institute
16039,http://www.wikidata.org/entity/Q2571128,physicist,university-teacher,university
16042,http://www.wikidata.org/entity/Q2572136,physicist,university-teacher,organization
16044,http://www.wikidata.org/entity/Q2572755,astronomer,university-teacher,university
16045,http://www.wikidata.org/entity/Q2572803,physicist,university-teacher,institute
16048,http://www.wikidata.org/entity/Q2573709,physicist,university-teacher,university
16049,http://www.wikidata.org/entity/Q257420,astronomer,photographer,education
16054,http://www.wikidata.org/entity/Q2574661,physicist,university-teacher,university
16056,http://www.wikidata.org/entity/Q25752034,physicist,biophysicist,education
16058,http://www.wikidata.org/entity/Q2575489,astronomer,mathematician,education
16059,http://www.wikidata.org/entity/Q2576110,physicist,university-teacher,university
16060,http://www.wikidata.org/entity/Q2576640,astronomer,university-teacher,organization
16061,http://www.wikidata.org/entity/Q2576756,astronomer,mathematician,education
16062,http://www.wikidata.org/entity/Q2577830,physicist,nuclear-physicist,education
16063,http://www.wikidata.org/entity/Q2578559,astronomer,university-teacher,education
16064,http://www.wikidata.org/entity/Q257879,physicist,university-teacher,publisher
16068,http://www.wikidata.org/entity/Q2579606,physicist,university-teacher,education
16069,http://www.wikidata.org/entity/Q2579618,physicist,scientist,institute
16072,http://www.wikidata.org/entity/Q2580033,astronomer,writer,observatory
16073,http://www.wikidata.org/entity/Q2580131,physicist,nuclear-physicist,education
16074,http://www.wikidata.org/entity/Q2580284,physicist,university-teacher,education
16076,http://www.wikidata.org/entity/Q2580687,physicist,university-teacher,organization
16077,http://www.wikidata.org/entity/Q2580774,astronomer,non-fiction-writer,facility
16079,http://www.wikidata.org/entity/Q25816683,physicist,university-teacher,publisher
16080,http://www.wikidata.org/entity/Q2581953,physicist,university-teacher,education
16082,http://www.wikidata.org/entity/Q258263,astronomer,discoverer-of-asteroids,institute
16083,http://www.wikidata.org/entity/Q25828850,physicist,university-teacher,education
16086,http://www.wikidata.org/entity/Q2585552,physicist,university-teacher,education
16087,http://www.wikidata.org/entity/Q25857883,physicist,nuclear-physicist,publisher
16090,http://www.wikidata.org/entity/Q2586417,physicist,nuclear-physicist,institute
16091,http://www.wikidata.org/entity/Q2586437,physicist,university-teacher,institute
16095,http://www.wikidata.org/entity/Q2587259,physicist,university-teacher,institute
16096,http://www.wikidata.org/entity/Q2587331,physicist,theoretical-physicist,education
16098,http://www.wikidata.org/entity/Q2587502,astronomer,university-teacher,publisher
16100,http://www.wikidata.org/entity/Q2588701,physicist,university-teacher,institute
16101,http://www.wikidata.org/entity/Q2589429,physicist,university-teacher,publisher
16102,http://www.wikidata.org/entity/Q25898152,physicist,theoretical-physicist,education
16103,http://www.wikidata.org/entity/Q2589920,physicist,university-teacher,publisher
16104,http://www.wikidata.org/entity/Q2589980,astronomer,university-teacher,institute
16105,http://www.wikidata.org/entity/Q2590103,physicist,university-teacher,university
16106,http://www.wikidata.org/entity/Q2590142,physicist,university-teacher,institute
16107,http://www.wikidata.org/entity/Q2590323,physicist,university-teacher,institute
16108,http://www.wikidata.org/entity/Q2590466,physicist,university-teacher,publisher
16109,http://www.wikidata.org/entity/Q2590503,physicist,university-teacher,institute
16110,http://www.wikidata.org/entity/Q259054,physicist,university-teacher,education
16111,http://www.wikidata.org/entity/Q2590810,physicist,university-teacher,publisher
16112,http://www.wikidata.org/entity/Q2591001,physicist,university-teacher,publisher
16113,http://www.wikidata.org/entity/Q2591060,physicist,university-teacher,institute
16114,http://www.wikidata.org/entity/Q2591113,physicist,university-teacher,education
16116,http://www.wikidata.org/entity/Q2591701,physicist,university-teacher,publisher
16117,http://www.wikidata.org/entity/Q2591762,physicist,university-teacher,publisher
16120,http://www.wikidata.org/entity/Q2591932,physicist,university-teacher,agency
16122,http://www.wikidata.org/entity/Q2592212,physicist,university-teacher,publisher
16126,http://www.wikidata.org/entity/Q25931397,physicist,university-teacher,education
16129,http://www.wikidata.org/entity/Q25936110,physicist,writer,education
16133,http://www.wikidata.org/entity/Q2597871,astronomer,university-teacher,education
16134,http://www.wikidata.org/entity/Q2598230,physicist,nuclear-physicist,organization
16139,http://www.wikidata.org/entity/Q260040,astronomer,astrophysicist,education
16142,http://www.wikidata.org/entity/Q2601013,physicist,university-teacher,university
16143,http://www.wikidata.org/entity/Q2602184,physicist,university-teacher,education
16144,http://www.wikidata.org/entity/Q2602204,astronomer,university-teacher,institute
16146,http://www.wikidata.org/entity/Q2602906,physicist,researcher,institute
16149,http://www.wikidata.org/entity/Q2604208,astronomer,writer,education
16156,http://www.wikidata.org/entity/Q261269,physicist,geophysicist,education
16158,http://www.wikidata.org/entity/Q2615590,physicist,curator,university
16164,http://www.wikidata.org/entity/Q26196945,physicist,musicologist,education
16165,http://www.wikidata.org/entity/Q26197467,physicist,philosopher,publisher
16169,http://www.wikidata.org/entity/Q262077,physicist,nuclear-physicist,education
16170,http://www.wikidata.org/entity/Q26209183,astronomer,writer,institute
16171,http://www.wikidata.org/entity/Q2621077,astronomer,university-teacher,education
16175,http://www.wikidata.org/entity/Q26213570,physicist,theoretical-physicist,publisher
16181,http://www.wikidata.org/entity/Q262216,physicist,politician,institute
16185,http://www.wikidata.org/entity/Q2622781,physicist,politician,other
16186,http://www.wikidata.org/entity/Q2623088,physicist,university-teacher,institute
16188,http://www.wikidata.org/entity/Q26235906,physicist,computer-scientist,organization
16192,http://www.wikidata.org/entity/Q2623917,physicist,university-teacher,organization
16200,http://www.wikidata.org/entity/Q26251105,physicist,researcher,education
